host_is_superhost,latitude,longitude,accommodates,bedrooms,price,review_scores_value,instant_bookable,entire_apt,bathrooms,single_letting,over_ten_lettings
False,51.42358,-0.0886,4,2,107.0,4.84,True,True,1.0,True,False
False,51.52535,-0.07103,2,1,42.0,,False,False,1.0,True,False
False,51.56517,-0.07346,2,1,32.0,4.93,True,False,1.0,True,False
False,51.51282,-0.18014,1,1,45.0,,False,False,1.0,True,False
False,51.49107,-0.17625,4,2,492.0,5.0,False,True,2.0,True,False
False,51.5221,-0.11547,5,2,128.0,4.54,False,True,1.0,True,False
False,51.42083,-0.16144,2,1,30.0,,False,False,1.0,True,False
False,51.583,-0.12831,1,1,70.0,,True,False,1.0,True,False
False,51.54794,-0.15641,2,1,65.0,5.0,False,False,1.0,True,False
False,51.38682,0.03869,4,2,80.0,5.0,False,True,2.0,True,False
False,51.51944,-0.19848,4,2,160.0,4.67,False,True,1.0,False,False
False,51.44861,-0.33052,2,1,160.0,,False,True,1.0,True,False
True,51.46488,-0.14763,4,2,150.0,4.59,False,True,1.0,True,False
False,51.54323,-0.07336,4,1,133.0,4.69,False,True,1.0,True,False
False,51.53671,-0.1034,3,1,127.0,4.85,False,True,1.5,True,False
False,51.50052,-0.31864,2,1,50.0,,False,False,1.0,True,False
False,51.48046,-0.18156,1,1,35.0,4.62,True,False,2.5,True,False
False,51.55202,-0.21628,2,1,35.0,5.0,False,True,1.0,True,False
False,51.45226,-0.15304,4,2,145.0,4.85,False,True,1.0,True,False
False,51.52469,-0.12674,2,1,35.0,4.25,False,False,1.0,True,False
False,51.501,-0.21147,2,1,60.0,,False,False,1.0,True,False
True,51.50466,-0.47498,2,1,150.0,4.9,False,False,1.5,True,False
False,51.52519,-0.21448,1,1,29.0,4.8,False,False,1.0,True,False
False,51.56315,-0.09875,2,1,40.0,,False,False,1.0,True,False
False,51.51841,-0.12586,2,1,100.0,4.13,False,True,2.0,True,False
False,51.54295,-0.05561,2,1,50.0,,False,False,1.0,True,False
False,51.49895,-0.31624,2,1,70.0,,False,False,1.0,True,False
False,51.46705,-0.29758,2,2,99.0,,False,True,1.0,True,False
False,51.49669,-0.01891,4,2,109.0,4.79,False,True,2.0,True,False
False,51.44935,-0.21803,5,3,125.0,5.0,False,True,2.0,True,False
False,51.57148,-0.02892,7,3,65.0,4.33,False,True,1.0,True,False
True,51.42815,-0.16674,2,1,32.0,4.91,False,False,1.0,True,False
False,51.53641,-0.0959,6,3,225.0,4.79,False,True,3.0,True,False
False,51.47427,-0.38985,1,1,25.0,,False,False,1.0,True,False
False,51.54848,-0.04055,2,1,45.0,,False,False,2.0,True,False
False,51.52976,-0.05292,1,1,35.0,,False,False,1.0,False,False
False,51.51038,-0.00246,6,2,150.0,4.5,False,True,2.0,True,False
False,51.53004,-0.22153,2,1,27.0,4.74,False,False,1.0,True,False
False,51.49927,-0.02168,2,1,38.0,,False,False,1.5,True,False
False,51.41166,-0.06379,1,1,50.0,5.0,False,False,1.0,True,False
False,51.50602,-0.14647,8,2,986.0,4.74,False,True,3.0,False,False
False,51.40599,-0.29202,1,1,25.0,,False,False,2.0,True,False
False,51.55126,-0.0514,2,1,65.0,4.71,False,True,1.0,True,False
False,51.44165,-0.41318,1,1,35.0,1.0,False,False,1.0,True,False
False,51.49824,-0.08983,1,1,35.0,,False,False,1.0,True,False
False,51.44948,-0.0138,4,2,60.0,5.0,False,True,1.0,True,False
False,51.47488,-0.06571,2,1,38.0,,False,False,2.0,True,False
False,51.54795,-0.08076,2,1,36.0,4.71,False,False,2.0,True,False
False,51.49161,-0.15958,2,1,70.0,4.75,False,True,1.5,True,False
False,51.52945,-0.02414,2,1,30.0,,False,False,1.0,True,False
False,51.51866,-0.0679,1,1,45.0,4.67,False,False,1.0,True,False
False,51.47308,-0.0843,4,2,92.0,,False,True,1.0,True,False
False,51.54327,-0.094,1,1,18.0,,False,False,1.0,True,False
False,51.5353,-0.0215,6,2,220.0,,False,True,1.0,True,False
False,51.41901,-0.17042,4,1,70.0,,True,True,1.0,True,False
False,51.53942,-0.10368,5,2,150.0,4.62,False,True,1.0,True,False
True,51.49754,-0.18043,2,1,98.0,4.77,False,False,1.0,False,False
False,51.50692,-0.3072,3,2,90.0,5.0,False,True,1.0,True,False
False,51.55792,-0.12,2,1,39.0,3.67,False,False,1.0,True,False
False,51.46312,-0.04775,2,1,25.0,3.5,False,False,1.5,True,False
False,51.53624,-0.13384,4,2,115.0,4.65,False,True,1.0,True,False
True,51.53334,-0.10905,4,2,139.0,4.6,False,True,1.0,False,False
False,51.43168,-0.11816,2,1,60.0,5.0,False,True,1.5,True,False
False,51.58047,-0.09347,5,3,95.0,5.0,False,True,2.0,True,False
False,51.55788,-0.11738,2,1,27.0,,False,False,1.0,True,False
False,51.53577,-0.22891,2,1,42.0,,False,False,1.0,True,False
False,51.51052,-0.06318,2,1,50.0,,False,False,1.0,True,False
False,51.51008,0.00057,2,1,140.0,,False,True,1.0,True,False
False,51.53274,-0.06112,2,1,85.0,4.81,False,True,1.0,True,False
False,51.52839,-0.18855,3,2,93.0,4.83,False,True,1.0,True,False
False,51.48445,-0.21017,2,1,60.0,5.0,False,False,1.0,True,False
True,51.50916,-0.19306,1,1,33.0,4.81,False,False,1.0,True,False
False,51.51211,-0.21294,4,2,100.0,4.76,False,True,1.0,True,False
False,51.34713,-0.19945,2,1,25.0,5.0,False,False,1.0,True,False
False,51.55525,-0.09161,6,4,120.0,5.0,False,True,1.0,True,False
False,51.55451,-0.04914,5,2,86.0,4.5,False,True,1.0,True,False
False,51.51201,-0.04375,2,1,39.0,,False,False,1.0,True,False
False,51.52819,-0.0801,4,1,135.0,5.0,False,True,1.0,True,False
False,51.5236,-0.03762,2,1,55.0,5.0,False,False,1.0,True,False
False,51.50982,-0.03798,3,1,80.0,5.0,False,True,1.0,True,False
False,51.44558,-0.1501,2,1,55.0,5.0,False,True,1.0,True,False
True,51.49724,-0.17827,2,1,250.0,4.74,False,False,1.0,False,False
False,51.46275,-0.16118,2,1,80.0,4.71,False,True,1.0,True,False
False,51.42881,-0.19934,2,1,100.0,,False,False,1.0,True,False
False,51.43535,-0.20008,6,2,190.0,5.0,False,True,1.0,True,False
False,51.42168,-0.05882,4,2,55.0,,False,True,1.0,True,False
False,51.50416,-0.25111,6,3,120.0,3.0,False,True,2.0,True,False
False,51.52499,-0.01391,2,1,64.0,4.65,False,True,1.0,True,False
True,51.457,-0.01968,1,1,27.0,4.55,False,False,1.0,True,False
False,51.57426,-0.13605,4,2,150.0,4.87,False,True,1.0,True,False
False,51.52139,-0.06707,4,1,50.0,4.53,True,False,1.0,True,False
False,51.51048,-0.06097,6,2,250.0,,False,True,2.0,True,False
False,51.54236,-0.05917,2,1,55.0,,False,False,1.0,True,False
False,51.47686,-0.19182,2,1,45.0,4.64,True,False,1.5,True,False
False,51.53634,-0.08123,4,1,40.0,,False,False,1.5,False,False
False,51.53594,-0.13827,2,1,90.0,,False,False,1.0,True,False
False,51.44686,-0.03662,3,2,85.0,4.84,False,True,1.0,True,False
False,51.45564,-0.20356,2,1,45.0,,False,False,0.0,True,False
False,51.49808,-0.06895,3,1,75.0,5.0,False,True,1.0,True,False
True,51.612,-0.12739,2,1,50.0,5.0,True,False,1.0,True,False
False,51.5182,-0.04844,2,1,35.0,,False,False,1.0,True,False
False,51.53862,-0.14418,2,1,55.0,,False,False,1.5,True,False
False,51.53666,-0.10073,2,1,60.0,5.0,False,False,1.0,True,False
False,51.53146,-0.12294,2,1,60.0,,False,True,1.0,True,False
False,51.43535,-0.1108,3,1,55.0,4.88,False,False,1.0,True,False
False,51.54507,-0.08581,4,2,120.0,4.0,False,True,1.0,True,False
False,51.44103,-0.15553,4,2,100.0,5.0,False,True,1.0,True,False
False,51.52776,0.0288,8,3,500.0,4.0,False,True,2.0,False,False
False,51.4349,-0.22302,1,1,135.0,,False,False,1.0,True,False
False,51.41634,-0.18538,4,1,80.0,3.67,False,True,1.0,True,False
False,51.4625,-0.11901,2,1,31.0,4.5,False,False,1.0,True,False
False,51.45647,-0.20243,4,2,175.0,,False,True,1.0,True,False
False,51.48681,-0.07631,2,1,85.0,4.89,False,True,2.5,True,False
False,51.53702,-0.08871,2,1,150.0,,False,False,1.0,True,False
False,51.52744,-0.06652,1,1,22.0,,False,False,1.0,True,False
True,51.48662,-0.12558,2,1,135.0,4.2,False,True,1.0,True,False
True,51.55207,-0.19424,2,1,132.0,4.8,False,True,1.0,True,False
False,51.53111,-0.11813,1,1,30.0,4.0,True,False,1.0,True,False
True,51.57949,-0.19253,1,1,50.0,5.0,False,False,1.0,True,False
False,51.52356,-0.18389,2,3,222.0,,False,True,0.0,True,False
False,51.51569,0.0111,4,2,119.0,,False,True,2.0,True,False
False,51.45187,-0.07547,5,3,245.0,,False,True,1.5,False,True
False,51.4882,-0.20828,1,1,45.0,4.25,False,False,1.0,True,False
False,51.51135,-0.19612,6,3,300.0,,False,True,2.0,True,False
True,51.4879,-0.18572,5,2,228.0,4.61,False,True,2.0,False,True
False,51.62588,-0.05795,2,1,22.0,4.75,False,False,1.0,True,False
False,51.49128,-0.19951,4,2,160.0,,False,True,2.0,True,False
False,51.64714,-0.03933,2,1,29.0,4.64,False,False,1.0,True,False
True,51.48005,-0.17997,3,1,249.0,4.6,False,True,1.0,False,True
False,51.50225,-0.1095,1,1,28.0,,False,False,1.0,True,False
False,51.5536,-0.1887,2,1,100.0,,False,True,1.0,True,False
False,51.53988,-0.0504,2,1,45.0,4.0,False,False,1.0,True,False
False,51.47325,-0.13364,2,1,104.0,5.0,False,True,1.0,True,False
False,51.41842,-0.07023,1,1,35.0,,False,False,1.0,True,False
False,51.49919,-0.1135,2,1,68.0,4.5,False,False,1.0,True,False
False,51.57936,-0.06545,4,2,101.0,4.5,False,True,1.0,True,False
True,51.41914,-0.17427,2,1,41.0,4.86,True,False,1.5,True,False
False,51.39713,-0.03346,4,2,70.0,5.0,False,True,1.5,True,False
False,51.5452,-0.1203,4,1,80.0,4.18,False,True,1.0,True,False
False,51.47891,-0.10061,4,1,50.0,4.0,False,True,1.0,True,False
False,51.55503,-0.06894,4,2,110.0,,False,True,1.0,True,False
False,51.50554,-0.24662,4,2,105.0,4.47,True,True,1.0,True,False
False,51.46547,-0.13136,2,1,35.0,4.78,False,False,1.0,True,False
False,51.5123,-0.20651,1,1,170.0,5.0,False,False,2.0,True,False
False,51.50829,-0.12723,2,1,120.0,,False,True,1.0,True,False
False,51.55899,-0.11353,4,1,82.0,2.0,False,True,1.0,True,False
False,51.54399,-0.14354,2,1,38.0,4.71,True,False,1.0,True,False
False,51.52885,-0.01474,3,2,80.0,5.0,False,True,1.0,True,False
False,51.50786,-0.2367,4,2,90.0,5.0,False,True,1.0,True,False
False,51.5261,-0.07739,2,1,73.0,4.72,False,False,1.0,False,False
True,51.42616,-0.0903,2,1,66.0,4.94,True,False,2.0,True,False
False,51.54271,-0.06483,1,1,45.0,,False,False,1.5,True,False
False,51.54225,0.04179,2,1,30.0,4.75,False,False,1.5,False,False
False,51.4574,-0.11414,6,3,94.0,4.62,False,True,1.5,True,False
True,51.50605,-0.33855,2,1,37.0,4.92,True,False,1.5,True,False
False,51.50155,-0.00818,1,1,25.0,3.0,False,False,2.0,True,False
False,51.51046,-0.12689,2,1,150.0,,False,True,1.0,True,False
False,51.50539,-0.19716,4,3,300.0,,False,True,2.0,True,False
False,51.55199,-0.07452,2,1,55.0,,False,False,1.0,True,False
False,51.52987,-0.08599,2,1,80.0,5.0,False,False,1.0,True,False
False,51.53181,-0.07372,2,1,41.0,4.0,False,False,1.5,True,False
False,51.51204,0.0363,1,1,30.0,,False,False,1.5,True,False
False,51.47158,-0.08906,3,1,85.0,,False,True,1.0,True,False
False,51.47282,-0.19207,2,1,65.0,,False,False,2.0,True,False
False,51.40969,-0.05052,1,1,70.0,,False,False,1.5,True,False
True,51.52661,-0.08813,2,1,77.0,4.73,False,True,1.0,True,False
False,51.51792,-0.18832,4,2,149.0,,False,True,1.5,True,False
False,51.50719,-0.22609,2,1,41.0,,False,False,1.0,True,False
False,51.5624,-0.13272,3,1,85.0,4.76,False,True,1.0,True,False
False,51.51283,-0.06596,2,1,50.0,5.0,False,False,1.0,True,False
False,51.45064,-0.20684,4,2,65.0,5.0,False,True,2.0,True,False
False,51.49464,-0.19648,5,2,150.0,4.0,False,True,1.0,True,False
False,51.47287,-0.18849,3,1,60.0,,False,False,2.0,True,False
False,51.53254,-0.09983,2,1,70.0,5.0,False,True,1.0,True,False
False,51.51779,-0.17303,2,1,65.0,,False,True,1.0,True,False
False,51.54544,-0.1291,2,1,88.0,4.88,False,True,1.0,True,False
True,51.5228,-0.32695,2,1,29.0,5.0,False,False,1.5,False,True
False,51.52036,-0.18306,4,2,210.0,,False,True,1.0,True,False
False,51.53073,-0.18378,1,1,210.0,,False,False,1.0,True,False
False,51.45397,-0.00396,4,2,90.0,,False,True,1.0,True,False
True,51.52983,-0.08103,3,1,64.0,4.69,False,True,1.0,True,False
False,51.50835,-0.32122,6,3,150.0,,False,True,2.5,True,False
False,51.49145,-0.05079,1,1,66.0,,False,False,1.5,True,False
True,51.47524,-0.21075,6,3,289.0,4.79,False,True,2.0,True,False
False,51.53998,-0.17956,3,2,110.0,4.8,False,True,1.0,True,False
False,51.50818,-0.28792,3,1,95.0,4.9,False,True,1.0,True,False
False,51.52006,-0.12138,2,1,65.0,4.75,False,False,1.0,True,False
False,51.49651,-0.08249,2,1,50.0,4.67,False,False,1.0,True,False
False,51.51095,-0.23499,6,2,125.0,4.2,False,True,2.0,False,False
False,51.46638,-0.0179,2,1,55.0,,False,False,1.0,True,False
True,51.50757,-0.20114,4,2,95.0,4.88,False,True,1.0,False,False
True,51.46962,-0.07243,1,1,50.0,4.85,True,False,1.0,True,False
False,51.474,-0.20435,2,1,80.0,5.0,False,True,1.0,True,False
False,51.48655,-0.1257,4,2,200.0,,False,True,2.0,True,False
True,51.49688,-0.08827,1,1,32.0,4.85,True,False,1.0,False,False
False,51.56357,-0.06032,2,1,40.0,,False,False,1.0,True,False
False,51.55181,-0.12977,7,2,143.0,4.58,True,True,1.5,False,True
False,51.40692,-0.24082,1,1,22.0,4.5,False,False,3.5,True,False
False,51.54925,-0.0837,6,3,159.0,,False,True,2.0,True,False
True,51.53419,-0.2216,9,5,400.0,4.77,False,True,1.5,False,False
False,51.54878,-0.03774,1,1,23.0,4.67,False,False,1.5,True,False
False,51.47278,-0.20876,1,1,66.0,5.0,False,False,1.0,True,False
False,51.63438,-0.15806,8,3,279.0,,False,True,1.0,True,False
False,51.45151,-0.16526,2,2,75.0,,False,True,1.0,True,False
False,51.47569,-0.16551,1,1,16.0,,False,False,1.0,True,False
False,51.52885,-0.09524,2,1,50.0,,False,False,1.0,True,False
False,51.46125,-0.366,3,1,30.0,,False,False,2.0,True,False
False,51.53479,-0.05523,4,1,89.0,4.88,False,True,1.0,True,False
False,51.52658,-0.18103,4,2,179.0,,False,True,1.0,True,False
False,51.5344,-0.10888,6,2,170.0,4.88,False,True,2.0,True,False
False,51.53825,-0.08076,1,1,26.0,5.0,False,False,1.5,True,False
True,51.60376,-0.19718,1,1,40.0,4.9,True,False,1.0,True,False
False,51.46007,-0.21223,5,2,150.0,4.0,False,True,1.5,True,False
False,51.49562,-0.07767,1,1,149.0,,False,False,1.0,True,False
False,51.56711,-0.05434,2,1,60.0,,False,True,1.0,True,False
False,51.52508,-0.11383,3,2,140.0,4.67,False,True,1.0,True,False
False,51.58306,-0.10713,4,2,75.0,5.0,False,True,1.0,True,False
False,51.45084,0.00473,1,1,25.0,,False,False,1.0,True,False
False,51.5437,-0.11498,4,1,150.0,,False,False,1.0,True,False
False,51.50632,-0.32229,2,1,25.0,4.86,False,False,1.0,True,False
False,51.52437,-0.20978,4,2,178.0,4.67,False,True,2.0,True,False
True,51.55611,-0.14423,2,1,45.0,4.85,False,False,2.0,True,False
False,51.44038,-0.21495,10,7,800.0,,False,True,3.0,True,False
False,51.40677,-0.29522,12,4,225.0,4.83,True,True,2.5,True,False
False,51.44616,-0.22182,2,1,200.0,,False,True,1.0,True,False
False,51.50315,-0.23177,2,1,50.0,,False,False,2.0,True,False
False,51.53461,-0.00775,2,1,55.0,,False,True,1.0,True,False
True,51.47203,-0.21282,4,2,175.0,4.86,False,True,1.0,True,False
True,51.49077,-0.06105,3,1,32.0,4.8,False,False,1.0,True,False
False,51.61407,-0.12651,4,2,98.0,,False,True,2.0,True,False
False,51.4506,-0.15543,1,1,35.0,,False,False,2.0,True,False
False,51.45862,-0.06944,2,1,32.0,4.88,False,False,1.0,True,False
False,51.48817,0.05049,2,1,20.0,5.0,False,False,2.0,True,False
False,51.55205,-0.08959,6,3,170.0,,False,True,1.5,True,False
False,51.52381,-0.12357,6,2,285.0,3.33,False,True,1.0,False,True
False,51.47849,-0.28004,2,1,55.0,5.0,False,False,1.0,True,False
False,51.39637,-0.21853,2,1,200.0,,False,False,1.0,False,False
True,51.46685,0.05791,1,1,26.0,4.72,False,False,1.0,True,False
False,51.57567,-0.0327,2,1,58.0,,False,True,1.0,True,False
False,51.51173,0.02098,2,1,62.0,4.55,False,False,1.0,True,False
True,51.54146,-0.10391,1,1,44.0,4.75,True,False,1.0,True,False
False,51.52802,-0.12536,5,2,95.0,4.36,True,True,1.0,True,False
False,51.4936,-0.23683,2,1,40.0,,False,False,1.0,True,False
False,51.47139,-0.0431,2,1,30.0,4.86,True,False,1.0,True,False
False,51.49368,-0.17714,2,1,499.0,,True,False,1.0,True,False
True,51.47245,-0.28948,2,1,87.0,4.9,False,False,1.0,True,False
False,51.61338,-0.16672,5,1,160.0,,False,False,1.0,True,False
False,51.49775,-0.22482,2,1,120.0,,False,False,1.0,True,False
False,51.42854,-0.14294,1,1,27.0,5.0,False,False,1.0,True,False
False,51.57012,-0.11585,4,1,57.0,,False,True,1.0,True,False
False,51.49452,-0.08303,2,1,70.0,5.0,False,True,1.0,True,False
False,51.51806,-0.07399,2,1,30.0,5.0,False,False,1.0,True,False
False,51.50405,-0.31698,4,1,100.0,,False,True,1.0,True,False
False,51.4807,-0.2101,4,1,50.0,4.34,False,False,1.0,True,False
False,51.4976,-0.01204,2,1,37.0,,False,False,1.0,True,False
True,51.45792,-0.11038,2,1,50.0,4.92,False,False,1.5,True,False
False,51.45104,-0.07593,3,2,44.0,5.0,False,True,1.0,True,False
False,51.47292,-0.05719,4,2,80.0,4.83,False,True,1.0,True,False
False,51.54134,0.07444,3,1,30.0,4.75,False,False,1.0,False,False
False,51.49588,0.01463,1,1,50.0,5.0,False,False,1.0,True,False
False,51.54455,-0.06259,2,1,45.0,,False,False,1.0,True,False
False,51.56353,0.00648,6,3,110.0,4.67,False,True,1.5,True,False
False,51.58101,-0.10231,4,3,90.0,,False,True,1.5,True,False
True,51.52817,-0.19844,1,1,40.0,4.86,False,False,1.0,True,False
False,51.52382,-0.056,2,1,49.0,5.0,False,False,1.0,True,False
False,51.5523,-0.07468,1,1,45.0,,False,False,1.0,True,False
False,51.48939,0.00409,6,3,140.0,5.0,False,True,3.0,True,False
False,51.49816,-0.08259,4,2,230.0,,False,True,2.0,True,False
False,51.51267,-0.13436,4,1,145.0,,False,True,1.0,True,False
False,51.55304,-0.03648,2,1,29.0,,False,False,0.0,True,False
True,51.46747,0.05777,1,2,23.0,4.91,False,False,1.0,True,False
False,51.55077,-0.07485,4,1,99.0,4.73,True,True,1.0,True,False
False,51.48785,-0.21028,5,2,102.0,4.64,False,True,1.0,True,False
False,51.55465,0.10923,4,2,120.0,4.0,False,True,1.0,True,False
False,51.53599,-0.19569,2,1,70.0,5.0,False,True,1.0,True,False
False,51.49041,-0.1658,4,1,150.0,5.0,False,True,1.0,True,False
False,51.58974,-0.12726,2,1,48.0,5.0,False,True,1.0,True,False
False,51.59345,-0.25145,2,1,55.0,4.67,False,False,1.0,True,False
False,51.47375,-0.09813,4,2,75.0,4.3,False,True,1.0,True,False
False,51.5446,-0.05484,2,1,100.0,5.0,False,False,1.0,True,False
False,51.56086,-0.08252,3,2,145.0,4.0,False,True,1.0,True,False
False,51.48953,-0.20658,2,1,65.0,,False,False,1.0,True,False
False,51.55186,-0.04104,2,1,30.0,,False,False,1.5,True,False
False,51.54759,-0.1685,4,2,135.0,,False,True,2.0,False,False
False,51.5426,-0.0621,2,1,95.0,4.89,True,True,1.0,True,False
False,51.54563,-0.12807,2,1,75.0,,False,True,1.0,False,True
False,51.50897,-0.26213,6,3,250.0,,False,True,2.0,True,False
False,51.47361,-0.09946,2,2,45.0,,False,True,1.0,True,False
False,51.4619,-0.1708,2,1,100.0,,False,False,1.0,True,False
False,51.46369,-0.03684,2,1,35.0,,False,False,1.0,True,False
False,51.45117,-0.14909,4,2,120.0,,False,True,2.5,True,False
False,51.43462,-0.01194,2,1,23.0,4.96,False,False,1.5,True,False
False,51.58772,-0.05821,1,1,25.0,,False,False,1.0,True,False
False,51.37347,-0.0902,2,1,80.0,,False,False,1.0,True,False
False,51.52479,-0.0788,2,1,60.0,,False,False,1.0,True,False
False,51.5182,-0.1677,3,2,95.0,3.0,False,True,1.0,True,False
False,51.56438,-0.19589,2,1,35.0,2.0,False,True,1.0,True,False
False,51.49582,-0.11255,6,1,300.0,4.3,True,False,6.0,False,False
False,51.54356,-0.11522,4,1,75.0,4.86,False,True,1.0,True,False
False,51.45907,-0.12153,2,1,150.0,,False,True,1.0,True,False
False,51.5547,0.00488,1,1,28.0,4.92,False,False,1.0,True,False
False,51.53516,-0.0601,1,1,35.0,,False,False,1.5,True,False
False,51.51092,-0.19325,4,1,114.0,4.6,False,True,1.0,False,False
False,51.52767,0.02831,4,2,200.0,4.25,False,True,1.0,False,False
True,51.5374,-0.10561,4,2,60.0,4.76,False,False,1.0,True,False
False,51.43969,-0.1461,2,1,37.0,,False,False,1.0,True,False
False,51.57073,0.03348,7,3,199.0,4.89,True,True,3.0,True,False
False,51.51257,-0.11928,1,1,28.0,4.17,True,False,1.5,False,True
False,51.50171,0.03703,2,1,32.0,,False,False,1.0,True,False
False,51.44485,-0.20395,3,2,100.0,,False,True,1.0,True,False
False,51.42823,-0.17857,2,1,50.0,3.5,False,True,1.0,True,False
False,51.52843,-0.05762,2,1,35.0,4.8,False,False,1.0,True,False
False,51.53245,-0.10988,1,1,50.0,5.0,False,False,0.0,True,False
False,51.55936,-0.09195,6,3,130.0,5.0,False,True,1.5,True,False
False,51.51651,-0.12695,4,1,190.0,4.5,False,True,1.0,True,False
False,51.51198,-0.20251,4,2,1015.0,,False,True,2.0,True,False
False,51.53584,0.0809,3,1,50.0,3.5,False,True,1.0,True,False
False,51.5492,-0.08062,5,3,151.0,4.79,True,True,1.0,True,False
False,51.48579,-0.20007,4,1,85.0,4.75,False,True,1.0,True,False
False,51.52579,-0.21385,2,1,135.0,4.63,False,True,1.0,True,False
False,51.5928,-0.01655,2,1,90.0,,False,True,1.0,True,False
False,51.50921,0.02242,2,1,45.0,,False,False,1.0,True,False
False,51.48295,-0.28358,2,1,75.0,,False,False,1.0,True,False
False,51.52292,-0.15978,2,1,89.0,,False,True,1.0,True,False
False,51.52513,-0.18086,2,1,94.0,4.85,False,True,1.0,True,False
False,51.50019,-0.2084,5,2,220.0,,False,True,2.0,True,False
False,51.55556,-0.13361,2,1,40.0,4.74,False,False,1.0,True,False
False,51.49065,-0.07474,2,1,63.0,,False,True,1.0,True,False
True,51.50977,-0.05476,1,1,28.0,4.76,True,False,1.0,False,True
False,51.51905,-0.14103,3,1,170.0,4.81,False,True,1.5,True,False
False,51.50566,-0.23461,2,1,95.0,5.0,False,False,1.0,True,False
False,51.53272,-0.11319,4,1,100.0,4.5,False,True,1.0,True,False
False,51.47991,-0.20337,2,1,40.0,5.0,True,False,1.0,True,False
False,51.5492,-0.11201,3,1,120.0,,False,True,1.0,True,False
False,51.51013,-0.12295,2,1,135.0,4.56,False,True,1.0,True,False
True,51.51907,-0.20559,4,2,200.0,4.86,False,True,1.0,True,False
False,51.49252,-0.18385,1,1,67.0,,False,False,1.0,True,False
False,51.54483,-0.08034,4,2,180.0,4.86,False,True,1.0,True,False
False,51.52185,-0.16834,2,1,51.0,5.0,False,False,1.0,True,False
True,51.45494,-0.1109,3,1,119.0,4.97,False,True,1.0,True,False
True,51.52063,-0.07043,6,2,165.0,4.87,False,True,2.0,True,False
False,51.49734,-0.02229,2,1,48.0,,False,False,1.0,True,False
False,51.51145,-0.04715,4,1,95.0,,False,True,1.0,True,False
False,51.51498,-0.3255,2,1,30.0,,False,False,1.0,True,False
False,51.46949,-0.11273,2,1,100.0,4.73,False,False,1.0,True,False
True,51.50579,-0.20703,4,2,165.0,4.78,False,True,1.0,True,False
False,51.48714,-0.21484,2,1,45.0,,False,False,1.0,True,False
False,51.52626,-0.0441,2,1,30.0,2.0,False,False,1.0,True,False
False,51.4919,-0.14587,2,1,100.0,,False,False,1.0,True,False
False,51.57852,-0.10784,2,1,30.0,4.92,False,False,1.0,True,False
False,51.54376,-0.07562,2,1,77.0,4.82,False,True,1.0,True,False
False,51.54063,-0.11797,4,2,150.0,5.0,False,True,1.0,True,False
False,51.44427,-0.10545,4,1,90.0,,False,True,1.0,True,False
False,51.45344,-0.11048,2,1,45.0,,False,False,1.0,True,False
False,51.52417,-0.18977,4,2,135.0,4.75,False,True,2.0,False,False
False,51.46695,-0.17314,4,2,100.0,5.0,False,True,1.0,False,False
False,51.48586,0.17238,1,1,20.0,,False,False,1.0,True,False
False,51.59376,-0.19549,4,2,150.0,,False,True,1.5,True,False
False,51.50832,-0.12796,2,1,680.0,,False,False,1.5,True,False
False,51.54241,-0.12657,6,3,200.0,4.67,True,True,1.5,False,False
False,51.5416,-0.12888,2,1,50.0,4.76,True,False,2.0,False,False
False,51.55069,-0.13361,3,1,85.0,,False,True,1.0,True,False
False,51.59378,-0.10114,2,1,50.0,,False,False,1.5,True,False
False,51.42445,-0.17066,3,1,60.0,,False,False,1.0,True,False
False,51.45453,-0.1279,1,1,50.0,,False,False,1.0,True,False
False,51.48422,-0.09161,6,3,175.0,4.0,True,True,2.0,True,False
False,51.50124,-0.10364,1,1,30.0,4.33,False,False,1.0,True,False
False,51.46834,-0.14452,1,1,30.0,,False,False,2.0,True,False
False,51.49151,-0.0519,3,1,47.0,5.0,False,False,1.0,True,False
False,51.50245,-0.04589,6,3,170.0,,False,True,2.0,False,False
False,51.44021,-0.10656,2,1,55.0,5.0,False,False,2.0,True,False
False,51.50723,-0.27713,2,1,50.0,4.88,True,False,1.0,True,False
False,51.52392,-0.05053,1,1,26.0,5.0,False,False,1.5,True,False
False,51.46383,-0.07957,4,2,70.0,4.69,True,True,1.0,True,False
False,51.48993,-0.2098,2,1,100.0,4.92,False,True,1.0,True,False
True,51.49483,-0.2289,8,4,280.0,4.57,False,True,4.0,True,False
False,51.4394,-0.1112,4,2,112.0,4.72,False,True,1.0,True,False
False,51.47257,-0.02031,2,1,40.0,,False,False,1.0,True,False
False,51.50596,-0.22653,1,1,35.0,,False,False,1.0,True,False
False,51.56724,0.01419,2,1,25.0,4.83,False,False,1.0,True,False
False,51.52535,-0.05795,6,2,103.0,4.5,False,True,1.0,True,False
False,51.51326,-0.19972,2,1,106.0,5.0,False,True,1.0,True,False
False,51.5161,-0.33549,2,2,70.0,,False,True,1.0,True,False
False,51.53756,-0.11808,4,1,110.0,4.0,False,True,1.0,True,False
False,51.55562,-0.07615,2,1,105.0,4.86,False,True,1.0,True,False
False,51.48732,-0.17583,4,1,100.0,4.78,False,True,1.0,True,False
False,51.52057,-0.0498,4,2,100.0,3.67,False,True,1.0,True,False
False,51.61491,-0.25772,1,1,18.0,,False,False,1.0,True,False
False,51.47686,-0.20694,2,1,60.0,,False,False,1.0,True,False
